City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Reforma,MX,18.1,-91.0167,77.49,41,0,14.63,clear sky
349,Sterling,US,39.0062,-77.4286,50.0,27,20,5.75,few clouds
350,Aksha,RU,50.2814,113.2867,35.44,40,83,5.41,broken clouds
351,Tagusao,PH,9.1924,117.8141,80.8,78,98,4.38,overcast clouds
352,Tolaga Bay,NZ,-38.3667,178.3,71.91,40,6,3.85,clear sky
353,Kedrovyy,RU,56.1667,91.8167,33.8,86,75,6.71,light snow
354,Vila Franca Do Campo,PT,37.7167,-25.4333,60.8,88,75,17.27,broken clouds
355,Dawson,US,31.7735,-84.4466,60.8,31,1,1.43,clear sky
356,Novobirilyussy,RU,56.9514,90.6661,32.49,98,100,6.6,light snow
357,Ust-Barguzin,RU,53.45,108.9833,31.33,84,100,10.45,overcast clouds
358,North Bend,US,43.4065,-124.2243,55.99,82,90,6.91,overcast clouds
359,Kysyl-Syr,RU,63.8986,122.7617,-4.49,96,98,2.15,overcast clouds
360,Manokwari,ID,-0.8667,134.0833,82.4,71,97,0.54,overcast clouds
361,Egvekinot,RU,66.3167,-179.1667,-2.56,73,100,16.71,overcast clouds
362,Mehran,IR,33.1222,46.1646,35.6,69,0,2.3,clear sky
363,Semey,KZ,50.4111,80.2275,21.2,100,0,2.24,clear sky
364,Uberaba,BR,-19.7483,-47.9319,71.44,48,94,3.8,overcast clouds
365,Buchanan,LR,5.8808,-10.0467,78.8,94,20,5.75,mist
366,Caucasia,CO,7.9865,-75.1935,77.74,87,100,4.43,overcast clouds
367,Cockburn Town,TC,21.4612,-71.1419,76.66,74,82,26.82,broken clouds
368,Ngunguru,NZ,-35.6167,174.5,73.0,61,3,6.29,clear sky
369,Iskateley,RU,67.6803,53.1512,5.92,94,62,5.28,broken clouds
370,Svetlogorsk,BY,52.6333,29.7333,34.81,85,93,5.19,overcast clouds
371,San Cristobal,VE,7.7669,-72.225,82.4,74,40,3.44,scattered clouds
372,Axim,GH,4.8699,-2.2405,79.39,91,32,7.63,scattered clouds
373,Villa Carlos Paz,AR,-31.4241,-64.4978,72.0,77,0,5.75,clear sky
374,Acapulco,MX,16.8634,-99.8901,84.2,74,1,9.22,clear sky
375,Shenzhen,CN,22.5455,114.0683,81.0,91,10,8.01,clear sky
376,Alyangula,AU,-13.8483,136.4192,84.31,52,38,11.52,scattered clouds
377,Marystown,CA,47.1666,-55.1483,37.51,91,79,13.51,broken clouds
378,Binzhou,CN,37.3667,118.0167,48.15,34,0,6.33,clear sky
379,Kutum,SD,14.2,24.6667,67.78,14,98,10.25,overcast clouds
380,Along,IN,28.1667,94.7667,58.96,74,32,2.42,scattered clouds
381,Coihaique,CL,-45.5752,-72.0662,51.8,71,75,3.96,broken clouds
382,Oranjemund,NA,-28.55,16.4333,61.07,88,0,8.57,clear sky
383,Merauke,ID,-8.4667,140.3333,78.08,87,100,10.47,overcast clouds
384,Madang,PG,-5.2246,145.7966,75.67,93,100,2.48,moderate rain
385,Mahanoro,MG,-19.9,48.8,72.97,83,28,4.16,scattered clouds
386,Faya,SA,18.3851,42.4509,62.6,82,0,0.47,clear sky
387,Gimli,CA,50.6336,-96.9907,42.8,49,100,8.05,overcast clouds
388,Rio Gallegos,AR,-51.6226,-69.2181,37.4,75,0,8.05,clear sky
389,Tyarlevo,RU,59.7006,30.4564,35.01,86,0,6.71,light snow
390,Yerbogachen,RU,61.2767,108.0108,7.07,92,100,6.58,overcast clouds
391,Okhotsk,RU,59.3833,143.3,27.39,67,100,10.67,overcast clouds
392,Mount Gambier,AU,-37.8333,140.7667,68.0,68,40,6.91,scattered clouds
393,Chernyshevskiy,RU,63.0128,112.4714,-7.19,96,100,3.85,overcast clouds
394,Cartagena,CO,10.3997,-75.5144,80.6,83,40,17.27,scattered clouds
395,Sassandra,CI,4.95,-6.0833,78.31,92,56,5.82,broken clouds
396,Beneditinos,BR,-5.45,-42.3667,84.2,74,20,3.44,few clouds
397,Westport,US,41.1415,-73.3579,48.2,20,1,3.83,clear sky
398,Puro,PH,12.4841,123.3827,82.02,70,33,9.19,scattered clouds
399,Sile,TR,41.1754,29.6133,59.0,63,0,17.27,clear sky
400,Avera,US,33.194,-82.5271,55.4,38,1,3.0,clear sky
401,Paluan,PH,13.416,120.4623,81.93,69,5,10.09,clear sky
402,Tuatapere,NZ,-46.1333,167.6833,60.01,91,76,4.0,broken clouds
403,Albion,US,42.2431,-84.753,60.8,36,1,9.22,clear sky
404,Gebze,TR,40.8028,29.4307,59.0,63,0,17.27,clear sky
405,Buta,CD,2.7858,24.73,69.51,99,97,1.19,light rain
406,Moose Factory,CA,51.2585,-80.6094,35.6,80,90,2.3,overcast clouds
407,Saldanha,ZA,-33.0117,17.9442,64.4,88,0,8.05,clear sky
408,Maurawan,IN,26.4333,80.8833,62.6,55,0,4.68,haze
409,Vilyuysk,RU,63.7553,121.6247,-7.06,97,100,3.33,overcast clouds
410,Butembo,CD,0.15,29.2833,57.24,95,89,2.68,overcast clouds
411,Te Anau,NZ,-45.4167,167.7167,55.67,92,56,8.41,broken clouds
412,Xam Nua,LA,20.4197,104.0439,67.53,94,79,2.01,broken clouds
413,Nome,US,64.5011,-165.4064,25.0,86,90,9.22,light snow
414,Leh,IN,34.1667,77.5833,23.2,39,6,2.39,clear sky
415,Marsa Matruh,EG,31.3525,27.2453,55.4,76,0,5.75,clear sky
416,Pacific Grove,US,36.6177,-121.9166,59.0,55,75,11.5,broken clouds
417,Kahului,US,20.8947,-156.47,78.8,61,40,18.41,scattered clouds
418,Naifaru,MV,5.4444,73.3657,82.65,72,6,11.05,clear sky
419,Barcelos,PT,41.5388,-8.6151,59.0,94,20,6.91,few clouds
420,Goderich,CA,43.7501,-81.7165,50.0,43,92,5.75,overcast clouds
421,Juneau,US,58.3019,-134.4197,41.0,65,75,4.61,broken clouds
422,Biltine,TD,14.5333,20.9167,79.75,12,94,19.08,overcast clouds
423,Dhilwan,IN,31.5169,75.35,53.6,71,5,2.3,haze
424,Tessalit,ML,20.1986,1.0114,77.41,7,22,11.14,few clouds
425,Vao,NC,-22.6667,167.4833,75.6,73,100,25.48,overcast clouds
426,Pingliang,CN,35.5392,106.6861,39.07,96,100,5.84,overcast clouds
427,Gladstone,AU,-23.85,151.25,75.2,78,90,17.27,overcast clouds
428,Natchitoches,US,31.7668,-93.1335,62.6,45,90,3.44,overcast clouds
429,Kabanjahe,ID,3.1001,98.4908,75.2,94,40,3.44,scattered clouds
430,Binga,ZW,-17.6203,27.3414,68.92,65,40,0.63,scattered clouds
431,Staraya Poltavka,RU,50.4772,46.4814,45.99,87,100,6.67,overcast clouds
432,Barcelona,ES,41.3888,2.159,60.8,72,20,1.14,few clouds
433,Cidreira,BR,-30.1811,-50.2056,72.64,76,2,16.64,clear sky
434,Churapcha,RU,62.0025,132.4325,0.55,91,100,2.8,overcast clouds
435,Astana,KZ,51.1801,71.446,26.6,86,0,8.95,clear sky
436,Port Macquarie,AU,-31.4333,152.9167,75.99,68,93,3.44,overcast clouds
437,Tezu,IN,27.9167,96.1667,68.0,41,77,3.62,broken clouds
438,Bandar,ID,2.05,99.75,72.63,96,100,2.59,moderate rain
439,Ozinki,RU,51.1786,49.6769,35.17,97,100,10.09,overcast clouds
440,Owensboro,US,37.7742,-87.1133,60.8,39,1,6.91,clear sky
441,Pleasanton,US,37.6624,-121.8747,61.0,55,1,16.11,clear sky
442,Kahta,TR,37.7855,38.6237,44.6,81,0,2.3,clear sky
443,Piedecuesta,CO,6.9879,-73.0495,69.8,100,75,3.44,broken clouds
444,Alofi,NU,-19.0595,-169.9187,84.2,74,74,9.22,broken clouds
445,Camacha,PT,33.0833,-16.3333,57.2,72,20,3.44,few clouds
446,Anadyr,RU,64.75,177.4833,1.4,78,40,8.95,snow
447,Nazira,IN,26.9167,94.7333,64.4,88,40,4.09,mist
448,Zory,PL,50.0452,18.7006,35.01,90,97,1.01,overcast clouds
449,Benghazi,LY,32.1167,20.0667,68.86,40,40,16.67,scattered clouds
450,Talcahuano,CL,-36.7167,-73.1167,57.2,88,0,2.3,clear sky
451,Fayaoue,NC,-20.65,166.5333,79.27,83,100,24.52,light rain
452,Cap Malheureux,MU,-19.9842,57.6142,81.0,80,11,4.0,light rain
453,Beisfjord,NO,68.3751,17.5988,33.8,93,75,9.22,broken clouds
454,Ontario,US,34.0633,-117.6509,80.01,34,40,11.5,scattered clouds
455,Parrita,CR,9.5201,-84.3225,71.6,64,40,17.27,scattered clouds
456,Codrington,AU,-38.2667,141.9667,67.12,69,51,6.96,broken clouds
457,Bilma,NE,18.6853,12.9164,73.2,12,0,7.49,clear sky
458,Victoria,HK,22.2855,114.1577,80.01,82,8,1.01,clear sky
459,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.46,83,68,8.37,broken clouds
460,Punakha,BT,27.5837,89.8598,49.33,70,8,4.03,clear sky
461,Hofn,IS,64.2539,-15.2082,41.14,82,79,11.32,broken clouds
462,Elmira,US,42.0898,-76.8077,48.2,34,90,6.91,overcast clouds
463,Uzhur,RU,55.3036,89.8339,28.02,84,95,4.52,overcast clouds
464,San Antonio,US,29.4241,-98.4936,71.6,49,90,11.5,overcast clouds
465,Sao Pedro Do Sul,BR,-29.6206,-54.1789,69.8,83,0,4.61,clear sky
466,Norwich,GB,52.6278,1.2983,42.8,75,90,6.91,overcast clouds
467,Longford,IE,53.7333,-7.8,39.92,92,9,1.25,clear sky
468,Ahipara,NZ,-35.1667,173.1667,69.21,60,1,5.01,clear sky
469,Tocopilla,CL,-22.092,-70.1979,67.68,74,78,2.21,broken clouds
470,Ferkessedougou,CI,9.6,-5.2,85.14,23,38,0.81,scattered clouds
471,Manavalakurichi,IN,8.1333,77.3,80.6,83,20,9.22,mist
472,Messina,IT,38.1933,15.5497,57.0,82,20,1.14,few clouds
473,Olafsvik,IS,64.8945,-23.7142,28.99,82,58,21.63,light snow
474,Ushtobe,KZ,45.2514,77.9838,39.36,55,0,7.34,clear sky
475,Tanout,NE,14.9709,8.8879,70.12,12,0,10.54,clear sky
476,Pagudpud,PH,18.5616,120.7868,80.6,74,20,4.61,few clouds
477,Inuvik,CA,68.3499,-133.7218,3.2,65,100,6.91,overcast clouds
478,Buritizeiro,BR,-17.3511,-44.9622,69.22,95,90,8.32,overcast clouds
479,Shira,RU,54.4911,89.9531,25.43,62,80,5.28,broken clouds
480,Vuktyl,RU,63.8567,57.3094,19.6,95,100,4.76,overcast clouds
481,Corrente,BR,-3.7367,-43.3394,73.42,96,91,4.56,overcast clouds
482,Senno,RU,59.5336,33.9167,21.99,88,49,2.86,scattered clouds
483,Altamira,BR,-3.2033,-52.2064,75.29,92,100,2.19,overcast clouds
484,Severomuysk,RU,56.1481,113.4267,16.05,92,99,4.34,light snow
485,Zwedru,LR,6.0667,-8.1281,74.5,90,54,3.6,broken clouds
486,Tambopata,PE,-12.7333,-69.1833,71.58,99,100,2.04,overcast clouds
487,Deputatskiy,RU,69.3,139.9,-4.07,98,100,4.09,overcast clouds
488,Jingdezhen,CN,29.2947,117.2079,56.57,85,98,6.11,overcast clouds
489,Filadelfia,US,39.9523,-75.1638,51.01,25,75,12.66,broken clouds
490,Murgud,IN,16.4,74.2,66.58,94,91,3.13,overcast clouds
491,Minab,IR,27.1467,57.0801,73.4,60,2,4.61,haze
492,Harrogate,GB,53.9908,-1.5373,37.99,87,21,4.61,few clouds
493,Matara,LK,5.9485,80.5353,75.92,90,73,8.5,broken clouds
494,Kalmunai,LK,7.4167,81.8167,77.88,85,68,1.74,broken clouds
495,Sisimiut,GL,66.9395,-53.6735,7.54,64,46,14.7,scattered clouds
496,Camabatela,AO,-8.1881,15.375,62.85,96,100,1.83,light rain
497,Visnes,NO,59.3556,5.2242,44.6,81,90,9.22,overcast clouds
498,Lakhtar,IN,22.85,71.7833,79.23,41,3,8.25,clear sky
499,Pochutla,MX,15.7432,-96.4661,88.0,48,40,11.5,scattered clouds
500,Macheng,CN,31.1783,115.0319,51.94,80,91,9.17,overcast clouds
501,Quatre Cocos,MU,-20.2078,57.7625,81.0,89,75,6.91,light rain
502,Leopoldsburg,BE,51.1167,5.25,39.2,75,75,5.75,broken clouds
503,Chara,RU,56.9064,118.2631,16.9,77,55,2.44,broken clouds
504,Brazzaville,CG,-4.2658,15.2832,73.4,94,96,4.61,overcast clouds
505,Eyrarbakki,IS,63.863,-21.1481,35.6,64,40,28.77,scattered clouds
506,Morgan City,US,29.6994,-91.2068,64.0,72,1,2.89,clear sky
507,Lopez,PH,13.8844,122.2642,81.72,74,19,4.94,few clouds
508,Amberley,US,39.2048,-84.428,60.8,35,1,11.5,clear sky
509,Saint-Raphael,HT,19.4333,-72.2,69.64,91,73,5.12,broken clouds
510,Dordrecht,NL,51.81,4.6736,44.01,74,80,1.99,broken clouds
511,Stokmarknes,NO,68.5646,14.9108,37.0,92,100,4.0,light snow
512,Champerico,GT,14.3,-91.9167,82.4,78,90,9.22,overcast clouds
513,Pundaguitan,PH,6.3711,126.1689,81.3,76,86,9.8,overcast clouds
514,Mananjary,MG,-21.2167,48.3333,71.6,85,48,3.04,scattered clouds
515,Conceicao Do Araguaia,BR,-8.2578,-49.2647,77.16,84,100,1.01,overcast clouds
516,Samarai,PG,-10.6167,150.6667,84.9,72,79,16.4,light rain
517,Laguna,US,38.421,-121.4238,68.0,39,1,10.36,clear sky
518,Scarborough,GB,54.2797,-0.4044,34.0,91,42,5.19,scattered clouds
519,Seddon,AU,-37.8068,144.8916,77.0,47,0,6.91,clear sky
520,Krasnyy Kut,RU,50.95,46.9667,41.5,95,97,5.44,overcast clouds
521,Sorong,ID,-0.8833,131.25,83.95,72,85,5.35,overcast clouds
522,Nampula,MZ,-15.1165,39.2666,71.6,94,40,3.44,scattered clouds
523,Poum,NC,-20.2333,164.0167,80.4,82,81,20.47,broken clouds
524,Christchurch,NZ,-43.5333,172.6333,79.0,25,24,26.46,few clouds
525,Akyab,MM,20.15,92.9,79.43,78,22,2.42,few clouds
526,Mae Sai,TH,20.4335,99.8762,73.4,100,20,1.14,mist
527,Shakawe,BW,-18.3667,21.85,66.11,55,0,3.09,clear sky
528,Urmary,RU,55.6789,47.944,32.0,86,20,6.71,few clouds
529,Brandon,US,27.9378,-82.2859,69.01,45,75,6.91,broken clouds
530,Roma,US,43.2128,-75.4557,42.8,31,1,0.96,clear sky
531,Yerofey Pavlovich,RU,53.9667,121.9667,30.58,57,65,4.03,broken clouds
532,Belaya Gora,RU,68.5333,146.4167,-1.03,86,42,2.51,scattered clouds
533,Paita,PE,-5.0892,-81.1144,71.74,79,29,12.24,scattered clouds
534,Henties Bay,NA,-22.116,14.2845,64.0,85,1,1.01,clear sky
535,Lyuban,BY,52.7985,28.0048,33.94,81,91,6.89,overcast clouds
536,Kibala,TD,9.1104,18.3463,85.98,39,94,3.33,overcast clouds
537,Aden,YE,12.7794,45.0367,80.69,60,71,6.96,broken clouds
538,Port-Gentil,GA,-0.7193,8.7815,77.0,88,20,5.75,light rain
539,Vila Velha,BR,-20.3297,-40.2925,78.8,78,75,4.61,broken clouds
540,Manyana,BW,-23.4,21.7167,73.0,35,67,3.51,broken clouds
541,Tulagi,SB,-9.0996,160.1476,83.25,74,71,13.82,broken clouds
542,Salalah,OM,17.0151,54.0924,75.2,73,0,4.61,clear sky
543,Mangan,IN,27.5167,88.5333,55.96,39,3,9.98,clear sky
544,Irbil,IQ,36.1926,44.0106,48.2,66,0,2.3,clear sky
545,Ust-Tarka,RU,55.5672,75.705,10.42,90,69,6.8,broken clouds
546,Luanda,AO,-8.8368,13.2343,78.8,94,75,3.44,moderate rain
547,Kantang,TH,7.4054,99.5156,78.8,94,40,2.3,light rain
548,Ola,RU,59.5833,151.2833,20.91,61,100,27.38,overcast clouds
549,Salym,RU,60.0625,71.4789,31.8,88,78,9.01,broken clouds
550,Bundaberg,AU,-24.85,152.35,71.6,94,75,18.41,light rain
551,Roald,NO,62.5833,6.1333,44.01,87,75,24.16,broken clouds
552,Broken Hill,AU,-31.95,141.4333,78.8,36,0,9.22,clear sky
553,Ouadda,CF,8.0777,22.4007,73.74,22,31,1.45,scattered clouds
554,Sun Valley,US,39.5963,-119.776,75.2,9,75,9.22,broken clouds
555,Kaeo,NZ,-35.1,173.7833,73.0,61,12,5.23,few clouds
556,Hay River,CA,60.8156,-115.7999,24.8,58,40,6.91,scattered clouds
557,Cacheu,GW,12.2706,-16.1658,73.4,83,0,4.61,clear sky
558,Harrisburg,US,40.2737,-76.8844,51.8,24,75,3.44,broken clouds
559,Aketi,CD,2.7388,23.7833,70.59,99,92,1.52,moderate rain
560,Milkovo,RU,54.7167,158.6167,25.93,85,100,9.26,light snow
561,Fort Nelson,CA,58.8053,-122.7002,46.4,25,20,2.3,few clouds
562,Tomatlan,MX,19.9333,-105.25,79.59,50,61,6.15,broken clouds
563,Flinders,AU,-34.5833,150.8552,80.01,66,21,1.01,few clouds
564,Lompoc,US,34.6391,-120.4579,60.8,55,10,12.66,clear sky
565,Tarko-Sale,RU,64.9225,77.785,29.35,92,100,8.32,overcast clouds
566,Pontes E Lacerda,BR,-15.2261,-59.3353,74.44,91,100,1.48,overcast clouds
567,Aklavik,CA,68.2191,-135.0107,-0.4,60,20,8.05,few clouds
568,Grootfontein,NA,-19.5667,18.1167,57.2,94,0,2.3,clear sky
569,Shizunai,JP,42.3339,142.3669,42.73,90,100,8.21,moderate rain
570,Emba,KZ,48.8264,58.1442,33.82,98,84,7.27,broken clouds
571,Oranjestad,AW,12.524,-70.027,79.0,78,20,20.71,few clouds
572,Katherine,AU,-14.4667,132.2667,80.6,69,91,11.5,overcast clouds
573,Carnduff,CA,49.1667,-101.8009,57.99,30,67,14.0,broken clouds
574,Beringovskiy,RU,63.05,179.3167,3.78,84,100,23.17,overcast clouds
575,Andreiasu De Jos,RO,45.75,26.8333,38.59,97,100,4.97,overcast clouds
576,Progreso,MX,21.2833,-89.6667,77.0,57,20,13.8,few clouds
577,Jumla,NP,29.2747,82.1838,35.55,24,0,6.33,clear sky
578,Yuzhou,CN,34.1628,113.4639,48.2,76,10,4.47,clear sky
579,Sinnamary,GF,5.3833,-52.95,77.54,90,93,13.91,moderate rain
580,Coatzacoalcos,MX,18.15,-94.4167,77.0,69,20,18.41,few clouds
581,Fort-Shevchenko,KZ,44.5086,50.263,45.55,82,8,8.16,clear sky
582,Mogadishu,SO,2.0371,45.3438,81.46,80,67,9.6,broken clouds
583,Solnechnyy,RU,50.7214,136.6319,29.5,39,29,6.11,scattered clouds
584,Tingo Maria,PE,-9.2895,-76.0088,69.51,98,72,1.7,broken clouds
585,Port Hedland,AU,-20.3167,118.5667,86.0,37,99,9.22,overcast clouds
586,Half Moon Bay,US,37.4636,-122.4286,59.0,67,1,5.75,haze
587,Aksarka,RU,66.5606,67.7975,14.5,99,97,2.53,overcast clouds
588,Narwar,IN,25.65,77.9,70.7,9,0,4.23,clear sky
589,Abnub,EG,27.2696,31.1511,53.6,66,0,11.5,clear sky
590,Wuwei,CN,37.9281,102.6414,41.31,49,89,5.93,overcast clouds
591,Lahat,ID,-3.8,103.5333,73.18,92,99,1.9,overcast clouds
592,Tecoanapa,MX,16.5167,-98.75,84.65,59,0,8.03,clear sky
593,Mgandu,TZ,-5.95,34.1333,59.72,97,93,5.5,overcast clouds
594,Oyama,JP,36.3,139.8,69.01,59,75,13.8,light rain
595,Saint-Paul,RE,-21.0096,55.2707,78.8,73,20,10.36,few clouds
596,La Asuncion,VE,11.0333,-63.8628,89.6,55,46,19.57,scattered clouds
597,Ibra,OM,22.6906,58.5334,75.51,33,2,3.27,clear sky
598,Dhidhdhoo,MV,6.8833,73.1,83.97,61,65,8.43,broken clouds
599,Viransehir,TR,37.2353,39.7631,46.35,73,7,3.91,clear sky
600,Moussoro,TD,13.6408,16.4901,79.27,11,16,15.97,few clouds
601,Gushikawa,JP,26.3544,127.8686,71.6,88,90,10.36,overcast clouds
602,Yabrud,SY,33.9674,36.6574,41.0,87,2,6.91,clear sky
603,Sistranda,NO,63.7256,8.834,42.8,87,75,31.07,broken clouds
604,Bacolod,PH,10.6667,122.95,82.69,68,82,8.93,broken clouds
605,Tortoli,IT,39.9256,9.6572,59.0,94,20,29.93,few clouds
606,Husavik,IS,66.0449,-17.3389,23.0,80,90,18.41,snow
607,Tuy Hoa,VN,13.0833,109.3,78.94,88,98,6.38,overcast clouds
608,Khani,GE,41.9563,42.9566,44.6,87,40,4.61,scattered clouds
609,Kathmandu,NP,27.7167,85.3167,50.0,62,40,3.44,haze
610,Jishou,CN,28.3167,109.7167,50.77,89,100,5.37,overcast clouds
611,Guadalupe Y Calvo,MX,26.1,-106.9667,67.37,20,0,13.24,clear sky
612,Chase,CA,50.8165,-119.6857,57.99,53,100,4.61,overcast clouds
613,Malanje,AO,-9.5402,16.341,63.95,98,100,3.15,moderate rain
614,Voyvozh,RU,62.892,54.9635,24.93,94,100,3.6,overcast clouds
615,Okahandja,NA,-21.9833,16.9167,64.0,63,0,5.75,clear sky
616,Martapura,ID,-3.4167,114.85,80.6,89,20,4.61,few clouds
617,Clovis,US,36.8252,-119.7029,82.99,26,75,4.61,broken clouds
618,Bontang,ID,0.1333,117.5,79.52,84,100,2.26,light rain
619,Brae,GB,60.3964,-1.353,46.4,81,75,24.16,broken clouds
620,Guerrero Negro,MX,27.9769,-114.0611,65.43,67,0,16.8,clear sky
621,Marshall,US,34.3834,-86.3333,59.0,29,1,0.92,clear sky
622,Lazaro Cardenas,MX,17.9583,-102.2,83.84,48,0,10.89,clear sky
623,Huarmey,PE,-10.0681,-78.1522,72.03,78,34,7.2,scattered clouds
624,Kidal,ML,18.4411,1.4078,77.63,8,0,10.51,clear sky
625,Chicama,PE,-7.8447,-79.1469,69.8,83,75,8.05,fog
626,Rabo De Peixe,PT,37.8,-25.5833,60.8,88,75,20.71,broken clouds
627,Omsukchan,RU,62.5333,155.8,-0.62,88,87,4.54,overcast clouds
628,Vanavara,RU,60.34,102.2797,21.96,95,100,3.02,overcast clouds
629,Jinka,ET,5.65,36.65,63.77,79,60,2.3,light rain
630,Znamenskoye,RU,57.1281,73.8282,24.22,89,100,6.73,overcast clouds
631,Bezhanitsy,RU,56.9767,29.8907,33.19,87,93,4.61,light snow
632,Klyuchi,RU,52.2667,79.1667,21.99,90,42,6.44,scattered clouds
633,Lagos,NG,6.5833,3.75,82.4,83,20,9.22,few clouds
634,Buenos Aires,AR,-34.6132,-58.3772,71.01,83,0,16.11,clear sky
635,Abu Zabad,SD,12.35,29.25,75.85,11,14,15.43,few clouds
636,Teguldet,RU,57.3064,88.1667,32.5,98,100,5.95,light snow
637,Stykkisholmur,IS,65.0757,-22.7297,27.25,87,64,22.59,snow
638,Visakhapatnam,IN,17.69,83.2093,78.87,78,10,2.62,clear sky
639,Akdepe,TM,42.0551,59.3788,50.0,87,0,23.02,clear sky
640,Kandrian,PG,-6.2167,149.55,85.17,70,99,6.42,light rain
641,Ayorou,NE,14.7308,0.9174,79.32,8,1,8.61,clear sky
642,Kamaishi,JP,39.2667,141.8833,51.8,87,75,1.14,heavy intensity rain
643,Waycross,US,31.2136,-82.354,57.2,44,1,5.21,clear sky
644,Pasighat,IN,28.0667,95.3333,65.93,60,36,4.7,scattered clouds
645,Santa Ana,US,33.7456,-117.8678,77.0,52,20,5.75,few clouds
646,Chaupimarca,PE,-10.4333,-76.5333,38.66,94,89,5.57,overcast clouds
647,Pangody,RU,65.85,74.4859,28.15,96,100,7.96,overcast clouds
648,Koroni,GR,36.8,21.95,57.99,93,57,2.3,broken clouds
649,Gualeguay,AR,-33.1416,-59.3097,65.97,72,13,6.62,few clouds
650,Yaan,NG,7.3833,8.5667,83.79,42,75,11.83,broken clouds
651,Labytnangi,RU,66.6572,66.4183,3.78,93,50,4.25,scattered clouds
652,Curup,ID,-3.4667,102.5333,68.0,94,95,1.59,overcast clouds
653,Tiarei,PF,-17.5333,-149.3333,87.8,62,75,12.66,light rain
654,Lanas,PH,12.0495,121.9185,81.9,74,11,15.99,few clouds
655,Ahome,MX,25.9167,-109.1833,84.2,15,1,12.66,clear sky
656,Beziers,FR,43.3476,3.219,53.01,46,0,2.3,clear sky
657,Rimouski,CA,48.4488,-68.524,30.2,59,32,1.14,scattered clouds
658,Stephenville,US,32.2207,-98.2023,60.8,72,90,8.05,overcast clouds
659,Berbera,SO,10.4396,45.0143,76.93,68,62,3.11,broken clouds
660,Hovd,MN,48.0056,91.6419,28.9,29,0,1.07,clear sky
661,Sombrio,BR,-29.1139,-49.6167,67.1,89,12,4.9,few clouds
662,Havre-Saint-Pierre,CA,50.2334,-63.5986,26.6,74,90,13.8,overcast clouds
663,Tula,RU,54.2044,37.6111,32.36,82,93,4.85,overcast clouds
664,Bintulu,MY,3.1667,113.0333,78.8,94,20,2.3,few clouds
665,Ketchikan,US,55.3422,-131.6461,39.34,78,65,4.61,broken clouds
666,Moron,AR,-34.6534,-58.6198,71.01,81,11,4.0,few clouds
667,Palm City,US,27.1678,-80.2662,68.0,45,75,13.8,broken clouds
668,Guanaja,HN,16.4,-85.9,80.01,94,75,4.61,broken clouds
669,Sant Julia De Loria,AD,42.4625,1.4825,39.0,68,5,7.94,clear sky
670,Tabou,CI,4.423,-7.3528,78.87,90,35,6.51,scattered clouds
671,Homer,US,59.6425,-151.5483,41.0,75,20,13.8,few clouds
672,Wanaka,NZ,-44.7,169.15,58.62,74,21,15.01,few clouds
673,Ixtapa,MX,20.7,-105.2,78.8,73,40,8.05,scattered clouds
674,Kota Bahru,MY,6.1333,102.2386,80.6,94,20,3.74,few clouds
675,Zadar,HR,44.1197,15.2422,48.2,43,0,17.27,clear sky
676,Shelburne,CA,44.0787,-80.2041,39.0,69,96,8.41,overcast clouds
677,Bathsheba,BB,13.2167,-59.5167,78.8,61,40,21.85,scattered clouds
678,Manaia,NZ,-39.55,174.1333,66.0,75,4,1.99,clear sky
679,Tiznit,MA,29.5833,-9.5,54.66,81,58,6.26,broken clouds
680,Salama,HN,14.8333,-86.5833,68.0,94,90,5.75,overcast clouds
681,Devonport,AU,-41.1667,146.35,63.0,64,25,3.0,scattered clouds
682,Jacareacanga,BR,-6.2222,-57.7528,73.89,97,59,2.15,light rain
683,Neuquen,AR,-38.9516,-68.0591,68.0,77,0,8.59,clear sky
684,Kasane,BW,-17.8167,25.15,63.07,63,14,4.16,few clouds
685,Noyon,FR,49.5833,3.0,39.99,87,0,14.97,clear sky
686,Cam Ranh,VN,11.9214,109.1591,80.6,78,40,8.05,scattered clouds
687,Port Hawkesbury,CA,45.6169,-61.3485,32.0,93,90,10.36,heavy intensity rain
688,Saint-Georges,GD,12.0564,-61.7485,78.8,78,20,20.71,few clouds
689,Peterhead,GB,57.5058,-1.7981,44.01,93,19,2.3,few clouds
690,Porto Santo,PT,33.072,-16.3415,57.2,72,20,4.61,few clouds
